TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,EXT_SOURCE_1_MISSING,EXT_SOURCE_3_MISSING
0,225000.0,918468.0,28966.5,697500.0,-14086,-3028,1,3.0,Y,N,Working,Secondary / secondary special,Married,House / apartment,Drivers,Self-employed,0.5059979305057544,0.5669066132460429,0.7700870700124128,0.016612,2,2,0.0,0.0,0.0,0.0,1.0,1,0
0,189000.0,773680.5,32778.0,679500.0,-14583,-203,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Transport: type 2,0.7219397686622343,0.6426562048311103,0.5352762504724826,0.010006,2,1,0.0,0.0,0.0,0.0,0.0,0,1
0,157500.0,299772.0,20160.0,247500.0,-8728,-1157,0,1.0,Y,Y,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,Business Entity Type 2,0.1156343372622997,0.34663398139668,0.6785676886853644,0.020713,3,3,0.0,0.0,0.0,0.0,1.0,0,0
0,108000.0,509602.5,26149.5,387000.0,-12931,-1317,0,2.0,N,N,Working,Secondary / secondary special,Married,House / apartment,Drivers,Government,0.5059979305057544,0.2363778398884225,0.0621030378372968,0.018634,2,2,0.0,0.0,0.0,1.0,0.0,1,0
0,81000.0,270000.0,13500.0,270000.0,-9776,-191,1,3.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Construction,0.5059979305057544,0.6835133461914255,0.5352762504724826,0.010966,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,112500.0,157500.0,7875.0,157500.0,-17718,-7804,0,1.0,N,Y,Working,Secondary / secondary special,Widow,House / apartment,Laborers,Housing,0.5059979305057544,0.7064284028871654,0.5567274263630174,0.04622,1,1,0.0,0.0,0.0,0.0,0.0,1,0
0,90000.0,544491.0,17563.5,454500.0,-11348,-2038,1,2.0,N,Y,State servant,Higher education,Single / not married,House / apartment,Core staff,Kindergarten,0.5059979305057544,0.5866171400119664,0.4776491548517548,0.015221,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,135000.0,427500.0,21375.0,427500.0,-18252,-4286,0,2.0,Y,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Self-employed,0.5656548824667073,0.113374512719927,0.5352762504724826,0.015221,2,2,0.0,0.0,0.0,0.0,0.0,0,1
0,202500.0,1132573.5,37561.5,927000.0,-14815,-1652,1,3.0,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,Trade: type 7,0.4377090198475417,0.2337669575081463,0.5424451438613613,0.025164,2,2,0.0,0.0,0.0,1.0,4.0,0,0
0,450000.0,497520.0,32521.5,450000.0,-11146,-4306,1,3.0,N,N,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,Self-employed,0.5059979305057544,0.457142971588935,0.3589512285783967,0.020713,3,2,0.0,0.0,0.0,0.0,5.0,1,0
0,83250.0,239850.0,23850.0,225000.0,-24827,365243,0,2.0,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.6243047373592765,0.6690566947824041,0.006296,3,3,0.0,0.0,0.0,0.0,3.0,1,0
0,135000.0,247500.0,12703.5,247500.0,-11286,-746,2,4.0,Y,N,Working,Secondary / secondary special,Married,House / apartment,Drivers,Business Entity Type 3,0.5059979305057544,0.7861793090532118,0.5656079814115492,0.026392,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,90000.0,225000.0,11074.5,225000.0,-19334,-3494,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,Business Entity Type 3,0.5619484093041138,0.6514056365297631,0.4614823912998385,0.028663,2,2,0.0,0.0,0.0,0.0,0.0,0,0
1,112500.0,979992.0,27076.5,702000.0,-18724,-2628,0,1.0,N,Y,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff,Business Entity Type 3,0.5059979305057544,0.5484771599678789,0.190705947811054,0.018029,3,2,0.0,0.0,0.0,2.0,2.0,1,0
0,112500.0,327024.0,23827.5,270000.0,-15948,-1234,1,3.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Industry: type 11,0.5059979305057544,0.5411237022695412,0.6594055320683344,0.019101,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,270000.0,790830.0,57676.5,675000.0,-9994,-1796,0,1.0,Y,Y,State servant,Higher education,Single / not married,House / apartment,UNKNOWN,Military,0.6003959050009468,0.6850109901296888,0.524496446363472,0.04622,1,1,0.0,0.0,1.0,0.0,1.0,0,0
0,90000.0,180000.0,9000.0,180000.0,-10341,-1010,0,1.0,N,Y,Working,Higher education,Single / not married,With parents,Laborers,Business Entity Type 3,0.2979135090150507,0.5027790378786304,0.5352762504724826,0.030755,2,2,0.0,0.0,0.0,0.0,0.0,0,1
0,292500.0,665892.0,24592.5,477000.0,-15280,-2668,0,2.0,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,UNKNOWN,Business Entity Type 3,0.5059979305057544,0.479987342189869,0.4101025731788671,0.025164,2,2,0.0,0.0,1.0,0.0,5.0,1,0
0,112500.0,512064.0,25033.5,360000.0,-11144,-1104,0,2.0,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,Private service staff,Services,0.2744223724911185,0.6273004007953609,0.5352762504724826,0.008575,2,2,0.0,0.0,0.0,2.0,5.0,0,1
0,90000.0,199008.0,20893.5,180000.0,-12974,-4404,0,2.0,N,N,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Business Entity Type 2,0.5059979305057544,0.5594667916353414,0.7981372313187245,0.010032,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,360000.0,733315.5,39069.0,679500.0,-11694,-2060,1,3.0,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,Self-employed,0.5059979305057544,0.3217448956617718,0.4118485559242397,0.015221,2,2,0.0,0.0,0.0,1.0,1.0,1,0
0,135000.0,1125000.0,32895.0,1125000.0,-15997,-4585,0,2.0,N,Y,State servant,Higher education,Married,House / apartment,Core staff,Security Ministries,0.5059979305057544,0.1724975081477771,0.5352762504724826,0.0196889999999999,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,112500.0,450000.0,44509.5,450000.0,-12158,-1275,0,2.0,N,N,Working,Higher education,Married,House / apartment,Sales staff,Self-employed,0.5059979305057544,0.6631580756296298,0.6785676886853644,0.008575,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,198000.0,641173.5,23157.0,553500.0,-17199,-768,2,4.0,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,Other,0.8427634659543568,0.6816988025574287,0.7544061731797895,0.01885,2,2,0.0,0.0,0.0,1.0,1.0,0,0
0,121500.0,454500.0,15151.5,454500.0,-21077,-1288,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Drivers,Transport: type 4,0.8045861213121414,0.7197985370372056,0.722392890081304,0.030755,2,2,0.0,0.0,1.0,0.0,0.0,0,0
0,99000.0,247275.0,17338.5,225000.0,-23920,365243,0,2.0,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.6507647995068742,0.7517237147741489,0.006207,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,180000.0,540000.0,27000.0,540000.0,-16126,-1761,0,2.0,Y,Y,Working,Higher education,Married,House / apartment,Managers,Business Entity Type 3,0.5059979305057544,0.7380532835697358,0.6058362647264226,0.025164,2,2,0.0,0.0,1.0,0.0,1.0,1,0
1,202500.0,1193580.0,35028.0,855000.0,-17482,-1262,0,2.0,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Business Entity Type 3,0.5059979305057544,0.306840586048305,0.3201633668633456,0.025164,2,2,0.0,0.0,2.0,0.0,4.0,1,0
0,202500.0,604152.0,29196.0,540000.0,-16971,-475,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Industry: type 1,0.5059979305057544,0.0373152355612163,0.5352762504724826,0.009175,2,2,0.0,0.0,0.0,0.0,5.0,1,1
1,135000.0,288873.0,16258.5,238500.0,-13384,-3597,0,2.0,N,N,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,Self-employed,0.4682080567974757,0.6742032101473874,0.3996756156233169,0.007305,3,3,0.0,0.0,0.0,0.0,2.0,0,0
0,108000.0,746280.0,42970.5,675000.0,-23548,365243,0,1.0,N,Y,Pensioner,Higher education,Single / not married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.7661378050275851,0.6848276586890367,0.010966,2,2,0.0,0.0,0.0,0.0,3.0,1,0
0,202500.0,661702.5,48280.5,598500.0,-9827,-758,0,2.0,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,UNKNOWN,Business Entity Type 3,0.5059979305057544,0.6315186311742824,0.5352762504724826,0.007114,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,90000.0,180000.0,9000.0,180000.0,-7974,-895,1,3.0,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,Self-employed,0.5059979305057544,0.535542260363498,0.5352762504724826,0.009334,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,202500.0,305221.5,17649.0,252000.0,-20373,365243,0,1.0,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.2476647173356162,0.475849908720221,0.0196889999999999,2,2,0.0,0.0,0.0,2.0,4.0,1,0
0,99000.0,260640.0,26838.0,225000.0,-20121,-5332,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,Business Entity Type 3,0.5059979305057544,0.0892406534424171,0.7281412993111438,0.022625,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,130500.0,1350000.0,37255.5,1350000.0,-19727,-4411,0,2.0,N,N,State servant,Secondary / secondary special,Married,House / apartment,Managers,Government,0.7104273289168539,0.5891866296961207,0.4668640059537032,0.020713,3,3,0.0,0.0,0.0,0.0,0.0,0,0
0,360000.0,1506816.0,49927.5,1350000.0,-18264,-9523,0,2.0,Y,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Transport: type 2,0.5059979305057544,0.5239340474953537,0.5352762504724826,0.010006,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,54000.0,135000.0,6750.0,135000.0,-12406,-1176,0,2.0,N,Y,State servant,Higher education,Married,House / apartment,Core staff,School,0.6562248044601879,0.4508497225560816,0.4794489811780563,0.0145199999999999,2,2,0.0,0.0,0.0,0.0,0.0,0,0
0,540000.0,675000.0,34596.0,675000.0,-18632,-6977,1,3.0,Y,Y,Commercial associate,Higher education,Married,House / apartment,Managers,Services,0.3115099249880457,0.7133545848531052,0.3092753558842053,0.026392,2,2,0.0,1.0,0.0,0.0,3.0,0,0
0,76500.0,454500.0,14661.0,454500.0,-12282,-778,0,2.0,Y,N,Working,Secondary / secondary special,Married,House / apartment,UNKNOWN,Emergency,0.2445616325354615,0.705947456699447,0.7992967832109371,0.028663,2,2,0.0,0.0,1.0,0.0,0.0,0,0
0,225000.0,314055.0,16164.0,238500.0,-10473,-1392,2,4.0,N,Y,Commercial associate,Higher education,Married,House / apartment,Core staff,Self-employed,0.1895957995501827,0.7029791046049891,0.7016957740576931,0.006629,2,2,0.0,0.0,0.0,0.0,5.0,0,0
0,81000.0,675000.0,32472.0,675000.0,-18611,365243,0,2.0,Y,N,Pensioner,Secondary / secondary special,Married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.6628649268152181,0.7380196196295241,0.010006,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,180000.0,837427.5,45558.0,666000.0,-12955,-4106,0,2.0,N,Y,Working,Higher education,Married,House / apartment,Managers,Medicine,0.5527719020519871,0.6166372926426479,0.0701088438273582,0.022625,2,2,0.0,0.0,1.0,0.0,4.0,0,0
0,67500.0,298728.0,15381.0,202500.0,-21621,365243,0,1.0,N,N,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,UNKNOWN,XNA,0.5059979305057544,0.6227082733555896,0.1694287272664794,0.019101,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,81000.0,247500.0,12375.0,247500.0,-18248,-2351,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Security staff,Security,0.2377197192577024,0.6091352920795285,0.5136937663039473,0.031329,2,2,0.0,0.0,0.0,0.0,0.0,0,0
0,360000.0,640458.0,27265.5,517500.0,-14186,-1743,1,2.0,Y,Y,Working,Secondary / secondary special,Separated,House / apartment,Laborers,Transport: type 4,0.5059979305057544,0.2567370429595146,0.7076993447402619,0.00733,2,2,0.0,0.0,0.0,1.0,3.0,1,0
0,540000.0,1227901.5,46899.0,1129500.0,-20544,-2091,0,1.0,Y,Y,Working,Higher education,Widow,House / apartment,Managers,Business Entity Type 3,0.5059979305057544,0.6535972121081295,0.3392876999089139,0.032561,1,1,0.0,0.0,0.0,0.0,0.0,1,0
0,180000.0,1663987.5,86989.5,1588500.0,-20121,-2446,0,2.0,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,Industry: type 11,0.5059979305057544,0.5706663563799912,0.6971469077844458,0.018801,2,2,0.0,0.0,2.0,0.0,1.0,1,0
0,180000.0,1080000.0,44118.0,1080000.0,-7907,-1324,0,1.0,N,N,Working,Incomplete higher,Single / not married,With parents,Sales staff,Trade: type 2,0.5059979305057544,0.0265407750366898,0.434733248750173,0.010006,2,1,0.0,0.0,0.0,0.0,4.0,1,0
0,324000.0,1130760.0,40189.5,810000.0,-22843,365243,0,2.0,Y,Y,Pensioner,Higher education,Civil marriage,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.7330511930996613,0.2340151665320674,0.01885,2,2,0.0,0.0,0.0,1.0,1.0,1,0
0,112500.0,95940.0,10462.5,90000.0,-12240,-3720,0,1.0,N,N,Working,Higher education,Single / not married,House / apartment,UNKNOWN,University,0.2996061411205129,0.6645439411246608,0.4920600938649263,0.00496,2,2,0.0,0.0,0.0,0.0,5.0,0,0
0,180000.0,315000.0,9679.5,315000.0,-13866,-2546,0,2.0,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,Transport: type 3,0.5059979305057544,0.5848873555356944,0.0950703958413326,0.028663,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,180000.0,1256400.0,40657.5,900000.0,-12049,-579,0,1.0,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,Police,0.2867830789116058,0.6473478219828046,0.5620604831738043,0.072508,1,1,0.0,0.0,0.0,0.0,8.0,0,0
0,180000.0,1035000.0,43983.0,1035000.0,-19550,-4856,0,2.0,Y,Y,State servant,Higher education,Married,House / apartment,Core staff,Government,0.7961611232881004,0.5172704004425673,0.4294236843421945,0.028663,2,2,0.0,0.0,0.0,0.0,3.0,0,0
0,225000.0,270000.0,13500.0,270000.0,-15359,-114,0,1.0,N,Y,Working,Secondary / secondary special,Separated,Municipal apartment,Laborers,Construction,0.202477374074608,0.5619229565929612,0.4135967602644276,0.00733,2,2,0.0,0.0,1.0,0.0,0.0,0,0
0,157500.0,450000.0,22500.0,450000.0,-11956,-3154,1,3.0,N,N,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,Kindergarten,0.4115064104251909,0.1238882922844139,0.8327850252992314,0.010966,2,2,0.0,0.0,0.0,0.0,5.0,0,0
0,180000.0,450000.0,21109.5,450000.0,-10848,-121,0,2.0,Y,N,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Other,0.5059979305057544,0.6454384930609306,0.5352762504724826,0.0145199999999999,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,180000.0,450000.0,21109.5,450000.0,-12009,-2844,2,4.0,N,N,Commercial associate,Higher education,Married,House / apartment,Laborers,Business Entity Type 3,0.3577065472620613,0.6865047975453018,0.3944954053123993,0.01885,2,2,0.0,0.0,1.0,0.0,2.0,0,0
0,103500.0,573628.5,24435.0,463500.0,-15406,-892,0,2.0,Y,Y,Working,Secondary / secondary special,Married,House / apartment,Laborers,Business Entity Type 3,0.2707661633733818,0.7071263161734994,0.5971924268337128,0.0096569999999999,2,2,0.0,0.0,0.0,0.0,3.0,0,0
0,225000.0,495351.0,26140.5,459000.0,-14860,-1156,2,3.0,N,Y,Working,Secondary / secondary special,Separated,House / apartment,Laborers,Business Entity Type 3,0.5059979305057544,0.5705270507243844,0.6940926425266661,0.02461,2,2,0.0,0.0,0.0,1.0,0.0,1,0
0,157500.0,755190.0,28894.5,675000.0,-11187,-2224,1,3.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Drivers,Business Entity Type 1,0.5059979305057544,0.3687189849837431,0.3589512285783967,0.016612,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,135000.0,675000.0,21775.5,675000.0,-14264,-2492,1,2.0,N,Y,Commercial associate,Higher education,Widow,House / apartment,Laborers,Self-employed,0.5059979305057544,0.5698732368655826,0.1986200451074864,0.019101,2,2,0.0,0.0,1.0,4.0,2.0,1,0
0,202500.0,1288350.0,37800.0,1125000.0,-17542,-2011,1,3.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,Self-employed,0.5059979305057544,0.5720641471414096,0.191821602413606,0.003069,3,3,0.0,0.0,0.0,0.0,3.0,1,0
0,112500.0,135000.0,6750.0,135000.0,-19467,-4066,0,2.0,N,N,Commercial associate,Higher education,Married,House / apartment,UNKNOWN,School,0.5059979305057544,0.5851740300889305,0.4083588531230431,0.0228,2,2,0.0,0.0,0.0,0.0,2.0,1,0
0,135000.0,337761.0,15781.5,256500.0,-9666,-2811,0,2.0,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Self-employed,0.5059979305057544,0.5500579930157645,0.5352762504724826,0.025164,2,2,0.0,0.0,0.0,0.0,3.0,1,0
0,94500.0,585000.0,28273.5,585000.0,-18253,-721,1,3.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Core staff,Postal,0.5927009939219194,0.4885999153777029,0.5352762504724826,0.028663,2,2,0.0,0.0,0.0,0.0,3.0,0,1
0,108000.0,113760.0,5301.0,90000.0,-22935,365243,0,1.0,N,Y,Pensioner,Higher education,Single / not married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.5827354769124312,0.4525335592581747,0.030755,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,67500.0,135000.0,6750.0,135000.0,-18693,-1434,2,4.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Trade: type 7,0.5866975916234531,0.3045061145430549,0.5352762504724826,0.020246,3,3,0.0,0.0,0.0,0.0,0.0,0,1
1,81000.0,252000.0,14593.5,252000.0,-24794,365243,0,2.0,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.0239523667712844,0.7209441499436497,0.028663,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,157500.0,760225.5,30280.5,679500.0,-17527,-2442,0,2.0,Y,Y,Working,Secondary / secondary special,Married,House / apartment,UNKNOWN,Business Entity Type 3,0.5059979305057544,0.3573422337147276,0.6446794549585961,0.035792,2,2,0.0,1.0,0.0,0.0,0.0,1,0
0,225000.0,270000.0,13500.0,270000.0,-17390,-924,0,2.0,Y,N,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,Transport: type 3,0.5059979305057544,0.5970811533321667,0.5352762504724826,0.01885,2,2,0.0,0.0,0.0,0.0,0.0,1,1
0,360000.0,733315.5,41076.0,679500.0,-23032,365243,0,1.0,N,Y,Pensioner,Secondary / secondary special,Separated,House / apartment,UNKNOWN,XNA,0.5059979305057544,0.6605789818593445,0.3425288720742255,0.009175,2,2,0.0,0.0,0.0,0.0,3.0,1,0
0,202500.0,796396.5,38443.5,643500.0,-15909,-1094,2,4.0,Y,Y,Working,Higher education,Married,House / apartment,Managers,Industry: type 11,0.4476751393608083,0.495765140717496,0.8245949709919925,0.008019,2,2,0.0,0.0,0.0,0.0,2.0,0,0
0,202500.0,343377.0,22072.5,283500.0,-18138,-969,0,1.0,Y,Y,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,Business Entity Type 1,0.5059979305057544,0.7162122102538987,0.5352762504724826,0.072508,1,1,0.0,0.0,0.0,0.0,0.0,1,1
0,126000.0,327024.0,10264.5,270000.0,-14321,-192,1,2.0,N,N,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,Transport: type 4,0.4147940693543055,0.6611083077510267,0.4776491548517548,0.02461,2,2,0.0,0.0,6.0,0.0,0.0,0,0
0,72000.0,450000.0,16965.0,450000.0,-21112,-1694,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,UNKNOWN,School,0.5059979305057544,0.7180575365896832,0.511891801533151,0.009175,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,90000.0,547344.0,30690.0,472500.0,-18556,-862,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,Business Entity Type 3,0.7631370618175837,0.6446273721560554,0.5352762504724826,0.022625,2,2,0.0,0.0,0.0,0.0,1.0,0,1
0,193500.0,225000.0,23755.5,225000.0,-19810,-8862,0,2.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Managers,Government,0.765153942091246,0.2547599571469118,0.4118485559242397,0.031329,2,2,0.0,0.0,0.0,2.0,4.0,0,0
0,171000.0,545040.0,31288.5,450000.0,-12780,-1415,3,5.0,N,Y,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Business Entity Type 3,0.5059979305057544,0.7566679797246073,0.6413682574954046,0.006629,2,2,0.0,0.0,0.0,0.0,0.0,1,0
0,135000.0,373140.0,25065.0,337500.0,-10744,-741,3,5.0,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Housing,0.5059979305057544,0.6405493008893001,0.3280631605201915,0.035792,2,2,0.0,0.0,0.0,1.0,2.0,1,0
0,112500.0,862560.0,27954.0,720000.0,-10485,-1249,1,3.0,Y,N,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,Business Entity Type 3,0.5633231337420023,0.608604105963283,0.228883416700673,0.0228,2,2,0.0,0.0,0.0,0.0,0.0,0,0
1,315000.0,953460.0,64107.0,900000.0,-10199,-2015,0,1.0,Y,Y,Commercial associate,Incomplete higher,Single / not married,With parents,UNKNOWN,Industry: type 4,0.5059979305057544,0.4323402118056743,0.0774985464900651,0.030755,2,2,0.0,0.0,0.0,0.0,2.0,1,0
